brand,name,original_price,current_price,url,competitor
Karst,Hardcover Notebook A5,690.0,690.0,https://www.freshlabels.cz/en/products/karst-hardcover-notebook-a5-kar004/,zalando
Service Works,Service Script Cord Cap,990.0,840.0,https://www.freshlabels.cz/en/products/service-works-service-script-cord-cap-sws173/,zalando
P&T,Joie de Vivre Duo Set,690.0,550.0,https://www.freshlabels.cz/en/products/pt-joie-de-vivre-duo-set-pr103/,zalando
P&T,From Dawn 'til Dusk Duo Set,690.0,690.0,https://www.freshlabels.cz/en/products/pt-from-dawn-til-dusk-duo-set-pr105/,zalando
P&T,Kiss it better - Tea set,1090.0,870.0,https://www.freshlabels.cz/en/products/pt-kiss-it-better-tea-set-pr106/,zalando
P&T,What friend are for - Tea set,1090.0,870.0,https://www.freshlabels.cz/en/products/pt-what-friend-are-for-tea-set-pr107/,zalando
Karst,Hardcover Notebook A5,690.0,690.0,https://www.freshlabels.cz/en/products/karst-hardcover-notebook-a5-kar002/,zalando
Karst,Hardcover Notebook A5,690.0,550.0,https://www.freshlabels.cz/en/products/karst-hardcover-notebook-a5-kar003/,zalando
P&T,Golden Earl Caddy BIO 60g,790.0,670.0,https://www.freshlabels.cz/en/products/pt-golden-earl-caddy-bio-60g-pr111/,zalando
Karst,Studio Muse Notebook,750.0,600.0,https://www.freshlabels.cz/en/products/karst-studio-muse-notebook-kar006/,zalando
Karst,Studio Muse Notebook,750.0,640.0,https://www.freshlabels.cz/en/products/karst-studio-muse-notebook-kar007/,zalando
Karst,Softcover Notebook A5,650.0,520.0,https://www.freshlabels.cz/en/products/karst-softcover-notebook-a5-kar012/,zalando
Karst,Mark Conlan Puzzle,1590.0,1270.0,https://www.freshlabels.cz/en/products/karst-mark-conlan-puzzle-kar015/,zalando
Herschel Supply,Tyler Wallet,890.0,710.0,https://www.freshlabels.cz/en/products/herschel-supply-tyler-wallet-he4065/,zalando
P&T,Queen's Grace Caddy BIO 80g,790.0,630.0,https://www.freshlabels.cz/en/products/pt-queens-grace-caddy-bio-80g-pr112/,zalando
P&T,Kumano No.313 Caddy BIO 80g,790.0,630.0,https://www.freshlabels.cz/en/products/pt-kumano-no313-caddy-bio-80g-pr113/,zalando
Herschel Supply,Tyler Wallet,890.0,710.0,https://www.freshlabels.cz/en/products/herschel-supply-tyler-wallet-he4067/,zalando
Herschel Supply,Whaler Tall Mesh Gas Station Cap,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-whaler-tall-mesh-gas-station-cap-he4026/,zalando
Herschel Supply,Marina Mesh WW Patch Cap,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-marina-mesh-ww-patch-cap-he4081/,zalando
Herschel Supply,Scout Pennant Cap,990.0,840.0,https://www.freshlabels.cz/en/products/herschel-supply-scout-pennant-cap-he4028/,zalando
Herschel Supply,Marina Mesh WW Patch Cap,890.0,760.0,https://www.freshlabels.cz/en/products/herschel-supply-marina-mesh-ww-patch-cap-he4080/,zalando
Service Works,Moleskin Apron,1590.0,1270.0,https://www.freshlabels.cz/en/products/service-works-moleskin-apron-sws165/,zalando
Service Works,Moleskin Apron,1590.0,1590.0,https://www.freshlabels.cz/en/products/service-works-moleskin-apron-sws166/,zalando
Dickies,Orcutt Webbing Belt,490.0,490.0,https://www.freshlabels.cz/en/products/dickies-orcutt-webbing-belt-di443/,zalando
SKFK,Zala-GOTS Hat,890.0,620.0,https://www.freshlabels.cz/en/products/skfk-zala-gots-hat-skf324/,zalando
Herschel Supply,Whaler Tall Mesh Gas Station Cap,890.0,760.0,https://www.freshlabels.cz/en/products/herschel-supply-whaler-tall-mesh-gas-station-cap-he4025/,zalando
Herschel Supply,Marina Mesh Fish Cap,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-marina-mesh-fish-cap-he4027/,zalando
