brand,name,original_price,current_price,url,competitor
Nuuna,Break The Grid L,850.0,680.0,https://www.freshlabels.cz/en/products/nuuna-break-the-grid-l-nuu005/,nila
Nuuna,Break The Grid S,650.0,520.0,https://www.freshlabels.cz/en/products/nuuna-break-the-grid-s-nuu006/,nila
Nuuna,Inspiration Book M,650.0,520.0,https://www.freshlabels.cz/en/products/nuuna-inspiration-book-m-nuu016/,nila
Nuuna,Graphic L,790.0,630.0,https://www.freshlabels.cz/en/products/nuuna-graphic-l-nuu021/,nila
Fjällräven,Expedition Padded Cap,1590.0,1110.0,https://www.freshlabels.cz/en/products/fjallraven-expedition-padded-cap-fj1532/,nila
Patagonia,Brodeo Beanie,1290.0,970.0,https://www.freshlabels.cz/en/products/patagonia-brodeo-beanie-pg2796/,nila
Fjällräven,Kanken Card Wallet,990.0,990.0,https://www.freshlabels.cz/en/products/fjallraven-kanken-card-wallet-fj368/,nila
Patagonia,Brodeo Beanie,1290.0,900.0,https://www.freshlabels.cz/en/products/patagonia-brodeo-beanie-pg2800/,nila
Patagonia,Synch Gloves,1290.0,900.0,https://www.freshlabels.cz/en/products/patagonia-synch-gloves-pg2801/,nila
Fjällräven,Kanken Card Wallet,990.0,990.0,https://www.freshlabels.cz/en/products/fjallraven-kanken-card-wallet-fj364/,nila
Fjällräven,Byron Hat Thin,1190.0,830.0,https://www.freshlabels.cz/en/products/fjallraven-byron-hat-thin-fj1530/,nila
Fjällräven,Fjällräven Tab Hat,890.0,620.0,https://www.freshlabels.cz/en/products/fjallraven-fjallraven-tab-hat-fj1535/,nila
Patagonia,Retro Pile Gloves,1590.0,1270.0,https://www.freshlabels.cz/en/products/patagonia-retro-pile-gloves-pg2804/,nila
Patagonia,Fisherman's Rolled Beanie,1090.0,760.0,https://www.freshlabels.cz/en/products/patagonia-fishermans-rolled-beanie-pg075/,nila
Nuuna,Graphic L,790.0,630.0,https://www.freshlabels.cz/en/products/nuuna-graphic-l-nuu003/,nila
AOMU,Inhalační tyčinka AOMU Intimity,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-intimity-ao004/,nila
AOMU,Inhalační tyčinka AOMU Nowness,399.0,340.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-nowness-ao007/,nila
Carhartt WIP,Webster Hat,1550.0,1160.0,https://www.freshlabels.cz/en/products/carhartt-wip-webster-hat-c4828/,nila
P&T,Winter Whisper Set,1090.0,870.0,https://www.freshlabels.cz/en/products/pt-winter-whisper-set-pr119/,nila
AOMU,Inhalační tyčinka AOMU Breath,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-breath-ao006/,nila
Secrid,Cardprotector,879.0,700.0,https://www.freshlabels.cz/en/products/secrid-cardprotector-scr001/,nila
ENAMEL Copenhagen,"Hoops, Classic Wide 15 mm",1490.0,1190.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-hoops-classic-wide-15-mm-ena017/,nila
Herschel Supply,Vintage Ranger Cap,1190.0,830.0,https://www.freshlabels.cz/en/products/herschel-supply-vintage-ranger-cap-he4029/,nila
Herschel Supply,Douglas Station Beanie,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-douglas-station-beanie-he4031/,nila
Dickies,Williston Cap,890.0,760.0,https://www.freshlabels.cz/en/products/dickies-williston-cap-di498/,nila
P&T,Mumbai Express Set,1190.0,950.0,https://www.freshlabels.cz/en/products/pt-mumbai-express-set-pr122/,nila
ENAMEL Copenhagen,"Hoops, Belle",1250.0,1250.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-hoops-belle-ena037/,nila
ENAMEL Copenhagen,"Studs, Maia Small",1390.0,1390.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-maia-small-ena042/,nila
AOMU,Inhalační tyčinka AOMU Energy,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-energy-ao001/,nila
AOMU,Inhalační tyčinka AOMU Sleep,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-sleep-ao003/,nila
P&T,Me Myself & Tea Set,1390.0,1180.0,https://www.freshlabels.cz/en/products/pt-me-myself-tea-set-pr117/,nila
AOMU,Inhalační tyčinka AOMU Anticold,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-anticold-ao005/,nila
ENAMEL Copenhagen,"Studs, Daphne",1250.0,1250.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-daphne-ena041/,nila
So.Slow,Incense Cones,390.0,390.0,https://www.freshlabels.cz/en/products/soslow-incense-cones-sos019k/,nila
Patagonia,Powder Town Headband,1090.0,760.0,https://www.freshlabels.cz/en/products/patagonia-powder-town-headband-pg2847/,nila
Patagonia,Micro D Gaiter,790.0,550.0,https://www.freshlabels.cz/en/products/patagonia-micro-d-gaiter-pg2848/,nila
So.Slow,Sage Smudge Sticks,450.0,450.0,https://www.freshlabels.cz/en/products/soslow-sage-smudge-sticks-sos021k/,nila
Carhartt WIP,Acrylic Watch Hat,690.0,520.0,https://www.freshlabels.cz/en/products/carhartt-wip-acrylic-watch-hat-c4901/,nila
Carhartt WIP,Deconstructed Leather Wallet,1450.0,1020.0,https://www.freshlabels.cz/en/products/carhartt-wip-deconstructed-leather-wallet-c4915/,nila
So.Slow,TIAGUA,590.0,590.0,https://www.freshlabels.cz/en/products/soslow-tiagua-sos027k/,nila
So.Slow,Room Mist Rose Geranium,450.0,450.0,https://www.freshlabels.cz/en/products/soslow-room-mist-rose-geranium-sos023k/,nila
So.Slow,Room Mist Black Pepper,450.0,450.0,https://www.freshlabels.cz/en/products/soslow-room-mist-black-pepper-sos024k/,nila
FURIOSA®,Blush 50 ml,2490.0,1990.0,https://www.freshlabels.cz/en/products/furiosa-blush-50-ml-fur036/,nila
So.Slow,Peony Flower,490.0,490.0,https://www.freshlabels.cz/en/products/soslow-peony-flower-sos028k/,nila
ENAMEL Copenhagen,"Studs, Soliel",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-soliel-ena056/,nila
ENAMEL Copenhagen,"Studs, Soliel",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-soliel-ena057/,nila
So.Slow,UGA,590.0,590.0,https://www.freshlabels.cz/en/products/soslow-uga-sos026k/,nila
ENAMEL Copenhagen,"Studs, Soleil",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-soleil-ena055/,nila
Carhartt WIP,Letterpress Blanket,3290.0,2470.0,https://www.freshlabels.cz/en/products/carhartt-wip-letterpress-blanket-c4867/,nila
Carhartt WIP,Sardinas Cap,1290.0,900.0,https://www.freshlabels.cz/en/products/carhartt-wip-sardinas-cap-c4857/,nila
ENAMEL Copenhagen,"Studs, Sana",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-sana-ena054/,nila
Carhartt WIP,Sardinas Cap,1290.0,970.0,https://www.freshlabels.cz/en/products/carhartt-wip-sardinas-cap-c4858/,nila
Carhartt WIP,Clover Cap,1290.0,970.0,https://www.freshlabels.cz/en/products/carhartt-wip-clover-cap-c4859/,nila
Carhartt WIP,Commuting Tales Cap,1290.0,900.0,https://www.freshlabels.cz/en/products/carhartt-wip-commuting-tales-cap-c4856/,nila
Carhartt WIP,Clover Cap,1290.0,970.0,https://www.freshlabels.cz/en/products/carhartt-wip-clover-cap-c4860/,nila
Herschel Supply,Charlie Cardholder,590.0,470.0,https://www.freshlabels.cz/en/products/herschel-supply-charlie-cardholder-he4063/,nila
Herschel Supply,Elmer Shallow Beanie,590.0,410.0,https://www.freshlabels.cz/en/products/herschel-supply-elmer-shallow-beanie-he4072/,nila
ENAMEL Copenhagen,"Earrings, Inga",1490.0,1190.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-earrings-inga-ena022/,nila
VONIAK,Santal Bombay Home Diffuser 100 ml,599.0,599.0,https://www.freshlabels.cz/en/products/voniak-santal-bombay-home-diffuser-100-ml-vo012/,nila
