product_name,brand,price_czk,discounted_price_czk,is_discounted,discount_pct,url,competitor,scraped_at
AEVOR Rollpack Proof ,Aevor,2959.0,,False,,https://www.queens.cz/cs/batohy/191800-aevor-rollpack-proof-black.html,queens,2026-04-08T01:17:56.276650+00:00
AEVOR Sacoche Bag ,Aevor,990.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/191836-aevor-sacoche-bag-ripstop-sundown.html,queens,2026-04-08T01:17:56.276650+00:00
AEVOR Trip Pack Proof ,Aevor,3499.0,,False,,https://www.queens.cz/cs/batohy/97640-aevor-trip-pack-proof-black.html,queens,2026-04-08T01:17:56.276650+00:00
AEVOR Frontpack,Aevor,759.0,,False,,https://www.queens.cz/cs/ledvinky/325534-aevor-frontpack-ripstop-black.html,queens,2026-04-08T01:17:56.276650+00:00
AEVOR Sacoche Bag ,Aevor,1150.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/191827-aevor-sacoche-bag-diamond-scorpion.html,queens,2026-04-08T01:17:56.276650+00:00
AEVOR Sacoche Bag ,Aevor,990.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/191833-aevor-sacoche-bag-ripstop-black.html,queens,2026-04-08T01:17:56.276650+00:00
AEVOR Daypack Proof Backpack ,Aevor,2830.0,,False,,https://www.queens.cz/cs/batohy/110437-aevor-daypack-proof-backpack-proof-black.html,queens,2026-04-08T01:17:56.276650+00:00
Birkenstock Arizona Eva,Birkenstock,1350.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/80796-birkenstock-arizona-eva-black.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Big Buckle Birkibuc Women,Birkenstock,2959.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471586-birkenstock-arizona-big-buckle-birkibuc-women-mocca.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Boston Soft Footbed Velvet Leather,Birkenstock,3999.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/171904-birkenstock-boston-soft-footbed-velvet-leather-taupe.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Madrid Big Buckle Nubuk Leather,Birkenstock,3025.0,2419.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/417196-birkenstock-madrid-big-buckle-nubuk-leather-black.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Big Buckle Birkibuc Women,Birkenstock,2959.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471550-birkenstock-arizona-big-buckle-birkibuc-women-light-rose.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Boston BS Suede Leather,Birkenstock,3799.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/451318-birkenstock-boston-bs-suede-leather-sandcastle.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Madrid Big Buckle Natural Leather Patent Women,Birkenstock,3459.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471568-birkenstock-madrid-big-buckle-natural-leather-patent-women-high-shine-fuchsia-tulip.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Florida Synthetik,Birkenstock,2380.0,1909.0,True,19.8,https://www.queens.cz/cs/damske-tenisky-a-boty/411742-birkenstock-florida-synthetik-sandcastle.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Big Buckle EVA,Birkenstock,1600.0,1439.0,True,10.1,https://www.queens.cz/cs/damske-tenisky-a-boty/417247-birkenstock-arizona-big-buckle-eva-black.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Rivets Suede Leather Women,Birkenstock,3699.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471532-birkenstock-arizona-rivets-suede-leather-women-black.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Rivets Suede Leather Women,Birkenstock,3699.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471526-birkenstock-arizona-rivets-suede-leather-women-taupe.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Madrid Big Buckle EVA Women,Birkenstock,1359.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/469606-birkenstock-madrid-big-buckle-eva-women-gray-taupe.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Boston Soft Footbed Suede Leather,Birkenstock,3999.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/451303-birkenstock-boston-soft-footbed-suede-leather-dark-tea-tonal-fb.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Birko-Flor Birkibuc,Birkenstock,2520.0,2019.0,True,19.9,https://www.queens.cz/cs/panske-tenisky-a-boty/411736-birkenstock-arizona-birko-flor-birkibuc-birkibuc-latte-cream.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Solana VL Suede Leather,Birkenstock,3199.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/469528-birkenstock-solana-vl-suede-leather-oyster.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Boston Soft Footbed Velvet,Birkenstock,3999.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/171907-birkenstock-boston-soft-footbed-velvet-taupe.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Natural Leather,Birkenstock,4535.0,3629.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/315748-birkenstock-arizona-natural-leather-black.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Essentials EVA Unisex,Birkenstock,1359.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/469483-birkenstock-arizona-essentials-eva-unisex-pink-clay.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Madrid Big Buckle EVA,Birkenstock,1400.0,1189.0,True,15.1,https://www.queens.cz/cs/damske-tenisky-a-boty/417241-birkenstock-madrid-big-buckle-eva-eggshell.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Madrid Big Buckle Natural Leather Patent Women,Birkenstock,3459.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471505-birkenstock-madrid-big-buckle-natural-leather-patent-women-high-shine-new-beige.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Arizona Suede Leather,Birkenstock,3025.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/411739-birkenstock-arizona-suede-leather-sandcastle.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Boston Natural Leather Oiled,Birkenstock,3799.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/411844-birkenstock-boston-natural-leather-oiled-tabacco-brown.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Gizeh Big Buckle Nubuck Leather Women,Birkenstock,3459.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/471502-birkenstock-gizeh-big-buckle-nubuck-leather-women-sandcastle.html,queens,2026-04-08T01:18:06.272967+00:00
Birkenstock Madrid EVA,Birkenstock,1150.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/79843-birkenstock-madrid-eva-black.html,queens,2026-04-08T01:18:06.272967+00:00
Blundstone 1615,Blundstone,4399.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/462178-blundstone-1615-daroli.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 1911,Blundstone,4399.0,2639.0,True,40.0,https://www.queens.cz/cs/panske-tenisky-a-boty/462193-blundstone-1911-tobacco.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 587,Blundstone,4999.0,3749.0,True,25.0,https://www.queens.cz/cs/panske-tenisky-a-boty/462310-blundstone-587-rustic-black.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 561,Blundstone,4999.0,2999.0,True,40.0,https://www.queens.cz/cs/panske-tenisky-a-boty/462295-blundstone-561-sand.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone Renovating Cream - 50ml,Blundstone,259.0,,False,,https://www.queens.cz/cs/pece-o-boty/465112-blundstone-renovating-cream-50ml-brown.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 1924,Blundstone,4799.0,4079.0,True,15.0,https://www.queens.cz/cs/damske-tenisky-a-boty/462202-blundstone-1924-black.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone Polishing Pad,Blundstone,299.0,,False,,https://www.queens.cz/cs/pece-o-boty/465106-blundstone-polishing-pad-neutral.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 500,Blundstone,4759.0,4289.0,True,9.9,https://www.queens.cz/cs/panske-tenisky-a-boty/462283-blundstone-500-brown.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 585,Blundstone,4999.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/462307-blundstone-585-rustic-brown.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 566,Blundstone,5299.0,4769.0,True,10.0,https://www.queens.cz/cs/panske-tenisky-a-boty/462298-blundstone-566-black.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 1448,Blundstone,4999.0,4499.0,True,10.0,https://www.queens.cz/cs/damske-tenisky-a-boty/462160-blundstone-1448-black.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 2130,Blundstone,4999.0,3749.0,True,25.0,https://www.queens.cz/cs/panske-tenisky-a-boty/462226-blundstone-2130-aura-burn.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 2238,Blundstone,5299.0,4239.0,True,20.0,https://www.queens.cz/cs/panske-tenisky-a-boty/462235-blundstone-2238-rustic-black.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 510,Blundstone,4759.0,4049.0,True,14.9,https://www.queens.cz/cs/panske-tenisky-a-boty/462286-blundstone-510-black.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 2205,Blundstone,4999.0,3999.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/462229-blundstone-2205-brown.html,queens,2026-04-08T01:18:16.021908+00:00
Blundstone 1673,Blundstone,4999.0,3749.0,True,25.0,https://www.queens.cz/cs/damske-tenisky-a-boty/462187-blundstone-1673-brown.html,queens,2026-04-08T01:18:16.021908+00:00
Carhartt WIP Alumni Zip Wallet,Carhartt WIP,1199.0,599.0,True,50.0,https://www.queens.cz/cs/panske-penezenky/445633-carhartt-wip-alumni-zip-wallet-black-scarlet.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Canby Swim Trunks,Carhartt WIP,1759.0,,False,,https://www.queens.cz/cs/panske-plavky/503923-carhartt-wip-canby-swim-trunks-gentle-green-white.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Canvas Graphic Tote Large,Carhartt WIP,1250.0,569.0,True,54.5,https://www.queens.cz/cs/tasky-pres-rameno/401320-carhartt-wip-canvas-graphic-tote-large-harttbreaker-print-wax.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Industry Zip Wallet,Carhartt WIP,890.0,399.0,True,55.2,https://www.queens.cz/cs/panske-penezenky/401326-carhartt-wip-industry-zip-wallet-lumo-orange.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP S/S Royce Shirt,Carhartt WIP,2359.0,,False,,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Pronto Cap,Carhartt WIP,1290.0,649.0,True,49.7,https://www.queens.cz/cs/ksiltovky/445654-carhartt-wip-pronto-cap-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Postal Jacket,Carhartt WIP,3950.0,,False,,https://www.queens.cz/cs/damske-bundy/489376-carhartt-wip-w-postal-jacket-black-wax.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Emery Skirt,Carhartt WIP,3199.0,1439.0,True,55.0,https://www.queens.cz/cs/sukne/445603-carhartt-wip-w-emery-skirt-black-chalk-wash.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Bowden Backpack,Carhartt WIP,3459.0,2429.0,True,29.8,https://www.queens.cz/cs/panske-batohy/445615-carhartt-wip-bowden-backpack-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' S/S Spoiled T-Shirt,Carhartt WIP,1450.0,,False,,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Snake Nixon Double Knee Short,Carhartt WIP,3650.0,,False,,https://www.queens.cz/cs/damske-kratasy/489346-carhartt-wip-w-snake-nixon-double-knee-short-snake-camo-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Alumni Bucket Hat,Carhartt WIP,1859.0,929.0,True,50.0,https://www.queens.cz/cs/klobouky/445624-carhartt-wip-alumni-bucket-hat-black-scarlet.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Industry Zip Wallet,Carhartt WIP,890.0,449.0,True,49.6,https://www.queens.cz/cs/panske-penezenky/401329-carhartt-wip-industry-zip-wallet-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Clapton Wallet,Carhartt WIP,990.0,499.0,True,49.6,https://www.queens.cz/cs/panske-penezenky/401311-carhartt-wip-clapton-wallet-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Brandon Short,Carhartt WIP,2899.0,,False,,https://www.queens.cz/cs/damske-kratasy/503950-carhartt-wip-w-brandon-short-cozy-purple-chalk-wash.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Bowden Bucket Hat,Carhartt WIP,1599.0,799.0,True,50.0,https://www.queens.cz/cs/klobouky/445618-carhartt-wip-bowden-bucket-hat-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Brandon Double Knee Pant,Carhartt WIP,3890.0,1949.0,True,49.9,https://www.queens.cz/cs/damske-kalhoty/445561-carhartt-wip-w-brandon-double-knee-pant-black-chalk-wash.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Bowden Shoulder Bag,Carhartt WIP,1859.0,1029.0,True,44.6,https://www.queens.cz/cs/tasky-pres-rameno/445627-carhartt-wip-bowden-shoulder-bag-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Alumni Beanie,Carhartt WIP,1199.0,599.0,True,50.0,https://www.queens.cz/cs/panske-cepice/445612-carhartt-wip-alumni-beanie-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Brandon Short,Carhartt WIP,2899.0,,False,,https://www.queens.cz/cs/damske-kratasy/503953-carhartt-wip-w-brandon-short-black-chalk-wash.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Alumni Liner UNISEX,Carhartt WIP,4799.0,2399.0,True,50.0,https://www.queens.cz/cs/panske-bundy/445498-carhartt-wip-alumni-liner-unisex-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Toland Short,Carhartt WIP,2459.0,1479.0,True,39.9,https://www.queens.cz/cs/damske-kratasy/445591-carhartt-wip-w-toland-short-toland-stripe-black.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP W' Belmar Jacket,Carhartt WIP,3959.0,,False,,https://www.queens.cz/cs/damske-bundy/503941-carhartt-wip-w-belmar-jacket-black-rinsed.html,queens,2026-04-08T01:18:26.117394+00:00
Carhartt WIP Alumni Tote Bag,Carhartt WIP,4299.0,2579.0,True,40.0,https://www.queens.cz/cs/tasky-pres-rameno/445645-carhartt-wip-alumni-tote-bag-black-scarlet.html,queens,2026-04-08T01:18:26.117394+00:00
Cariuma W Toca,Cariuma,3399.0,1359.0,True,60.0,https://www.queens.cz/cs/damske-tenisky-a-boty/461872-cariuma-w-toca-leopard-print.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Oca Low,Cariuma,3799.0,1519.0,True,60.0,https://www.queens.cz/cs/damske-tenisky-a-boty/413626-cariuma-w-oca-low-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W OCA Low,Cariuma,2999.0,1199.0,True,60.0,https://www.queens.cz/cs/damske-tenisky-a-boty/427777-cariuma-w-oca-low-black-jaguar-print.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Oca Low,Cariuma,4390.0,1759.0,True,59.9,https://www.queens.cz/cs/damske-tenisky-a-boty/413602-cariuma-w-oca-low-snake-skin-print.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Oca Therma Low,Cariuma,4390.0,1759.0,True,59.9,https://www.queens.cz/cs/damske-tenisky-a-boty/461614-cariuma-w-oca-therma-low-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Salvas,Cariuma,3990.0,1599.0,True,59.9,https://www.queens.cz/cs/damske-tenisky-a-boty/413686-cariuma-w-salvas-white-icemetallic-gold.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Salvas,Cariuma,3799.0,1519.0,True,60.0,https://www.queens.cz/cs/damske-tenisky-a-boty/413638-cariuma-w-salvas-all-almond-milk-plaza-taupe.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Toca,Cariuma,3559.0,1609.0,True,54.8,https://www.queens.cz/cs/damske-tenisky-a-boty/413818-cariuma-w-toca-gum-white-plaza-taupe.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Oca Mary Jane,Cariuma,3799.0,1519.0,True,60.0,https://www.queens.cz/cs/damske-tenisky-a-boty/461632-cariuma-w-oca-mary-jane-black.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Salvas,Cariuma,3659.0,1649.0,True,54.9,https://www.queens.cz/cs/damske-tenisky-a-boty/461674-cariuma-w-salvas-white-leopard-print.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Oca Mary Jane,Cariuma,2959.0,1339.0,True,54.7,https://www.queens.cz/cs/damske-tenisky-a-boty/461620-cariuma-w-oca-mary-jane-leopard-print.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma M Oca Therma Low,Cariuma,4390.0,1759.0,True,59.9,https://www.queens.cz/cs/panske-tenisky-a-boty/461611-cariuma-m-oca-therma-low-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W TOCA,Cariuma,3990.0,1599.0,True,59.9,https://www.queens.cz/cs/damske-tenisky-a-boty/427900-cariuma-w-toca-off-white-vintage-metallic-gold.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Salvas,Cariuma,3990.0,1599.0,True,59.9,https://www.queens.cz/cs/damske-tenisky-a-boty/413674-cariuma-w-salvas-white-snake-skin-print.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma M Toca,Cariuma,3799.0,1709.0,True,55.0,https://www.queens.cz/cs/panske-tenisky-a-boty/461875-cariuma-m-toca-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Slip-On,Cariuma,3790.0,1709.0,True,54.9,https://www.queens.cz/cs/damske-tenisky-a-boty/413782-cariuma-w-slip-on-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Salvas,Cariuma,3799.0,1519.0,True,60.0,https://www.queens.cz/cs/damske-tenisky-a-boty/413704-cariuma-w-salvas-white-ice.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Oca Low,Cariuma,3790.0,1519.0,True,59.9,https://www.queens.cz/cs/damske-tenisky-a-boty/413632-cariuma-w-oca-low-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Slip-On,Cariuma,3559.0,1609.0,True,54.8,https://www.queens.cz/cs/damske-tenisky-a-boty/413746-cariuma-w-slip-on-black.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma W Toca,Cariuma,3799.0,1709.0,True,55.0,https://www.queens.cz/cs/damske-tenisky-a-boty/461878-cariuma-w-toca-white.html,queens,2026-04-08T01:18:39.070967+00:00
Cariuma M Oca Low,Cariuma,3799.0,1709.0,True,55.0,https://www.queens.cz/cs/panske-tenisky-a-boty/461455-cariuma-m-oca-low-black.html,queens,2026-04-08T01:18:39.070967+00:00
